99001,30001,130001,20230814,"Dear Hiring Manager,

I am excited to apply for the Account Manager position. With a proven track record in account management and client relations, I possess strong communication, negotiation, and problem-solving skills. My ability to identify client needs, provide solutions, and build lasting relationships has resulted in consistent revenue growth. I am eager to leverage my expertise to drive success for your clients and contribute to your company's growth.",0
99002,30002,130002,20230918,"Dear Hiring Team,

I am writing to express my interest in the Admin Executive role. My organizational, time management, and multitasking skills make me well-suited for this position. I excel in managing administrative tasks, coordinating schedules, and ensuring efficient office operations. With a keen attention to detail and proficiency in office software, I am ready to support your team in maintaining a productive and organized workplace.",0
99003,30003,140001,20230514,"Dear Hiring Manager,

I am applying for the Call Centre position and bring excellent communication and customer service skills. With experience in handling inbound and outbound calls, resolving customer inquiries, and meeting performance metrics, I am confident in my ability to provide exceptional customer support. My patience, empathy, and problem-solving abilities enable me to deliver top-notch service to your clients.",0
99004,30004,140002,20230218,"Dear Hiring Committee,

As a seasoned Consultancy Director, I offer strategic leadership, business acumen, and client relationship management. My ability to lead cross-functional teams, deliver innovative solutions, and drive revenue growth aligns with the demands of this role. With a proven track record in consultancy, I am eager to guide your organization towards achieving its strategic objectives.",0
99005,30005,140003,20230314,"Dear Hiring Manager,

I am excited to apply for the Consultant position, bringing expertise in [Specific Industry or Area]. With a strong analytical mind, problem-solving skills, and industry knowledge, I have successfully delivered impactful solutions for clients. My ability to assess complex challenges, devise strategies, and provide actionable recommendations will contribute to your projects' success.",0
99006,30006,140004,20230718,"Dear Hiring Team,

I am writing to express my interest in the Developer role. With proficiency in [Relevant Programming Languages and Technologies], I have a proven track record of designing and implementing robust software solutions. My problem-solving abilities, attention to code quality, and dedication to staying updated with industry trends make me a valuable asset to your development team.",0
99007,30007,140008,20230914,"Dear Hiring Committee,

I am applying for the Engineering Director position, offering a strong technical background, leadership skills, and project management expertise. With experience in engineering, I have led teams to deliver innovative projects on time and within budget. My strategic vision and commitment to excellence align with your organization's goals.",0
99008,30008,140015,20231018,"Dear Hiring Manager,

I am excited to apply for the Account Manager position. With a proven track record in account management and client relations, I possess strong communication, negotiation, and problem-solving skills. My ability to identify client needs, provide solutions, and build lasting relationships has resulted in consistent revenue growth. I am eager to leverage my expertise to drive success for your clients and contribute to your company's growth.",0
99009,30009,140025,20230914,"Dear Hiring Team,

I am writing to express my interest in the Admin Executive role. My organizational, time management, and multitasking skills make me well-suited for this position. I excel in managing administrative tasks, coordinating schedules, and ensuring efficient office operations. With a keen attention to detail and proficiency in office software, I am ready to support your team in maintaining a productive and organized workplace.",0
99010,30010,140036,20230118,"Dear Hiring Manager,

I am applying for the Call Centre position and bring excellent communication and customer service skills. With experience in handling inbound and outbound calls, resolving customer inquiries, and meeting performance metrics, I am confident in my ability to provide exceptional customer support. My patience, empathy, and problem-solving abilities enable me to deliver top-notch service to your clients.",0
99011,30011,140078,20230214,"Dear Hiring Committee,

As a seasoned Consultancy Director, I offer strategic leadership, business acumen, and client relationship management. My ability to lead cross-functional teams, deliver innovative solutions, and drive revenue growth aligns with the demands of this role. With a proven track record in consultancy, I am eager to guide your organization towards achieving its strategic objectives.",0
99012,30012,140102,20230318,"Dear Hiring Manager,

I am excited to apply for the Consultant position, bringing expertise in [Specific Industry or Area]. With a strong analytical mind, problem-solving skills, and industry knowledge, I have successfully delivered impactful solutions for clients. My ability to assess complex challenges, devise strategies, and provide actionable recommendations will contribute to your projects' success.",0
99013,30013,140103,20230514,"Dear Hiring Team,

I am writing to express my interest in the Developer role. With proficiency in [Relevant Programming Languages and Technologies], I have a proven track record of designing and implementing robust software solutions. My problem-solving abilities, attention to code quality, and dedication to staying updated with industry trends make me a valuable asset to your development team.",0
99014,30014,140108,20230718,"Dear Hiring Committee,

I am applying for the Engineering Director position, offering a strong technical background, leadership skills, and project management expertise. With experience in engineering, I have led teams to deliver innovative projects on time and within budget. My strategic vision and commitment to excellence align with your organization's goals.",0